"date","logret"
2002-12-31,0.01306134
2003-01-02,0
2003-01-03,0.01768533
2003-01-06,0.01266808
2003-01-07,0
2003-01-08,-0.00789855
2003-01-09,0.01025614
2003-01-10,0.00078472
2003-01-13,0.0015676
2003-01-14,0.00312729
2003-01-15,-0.00234441
2003-01-16,0
2003-01-17,-0.0062797
2003-01-21,-0.01667384
2003-01-22,-0.00884577
2003-01-23,0.00563822
2003-01-24,-0.01701152
2003-01-27,-0.01398599
2003-01-28,0.00989272
2003-01-29,0.00082011
2003-01-30,-0.01736286
2003-01-31,0.01654275
2003-02-03,-0.00246409
2003-02-04,-0.00908692
2003-02-05,-0.00499174
2003-02-06,-0.00837514
2003-02-07,-0.00759825
2003-02-10,0.00084721
2003-02-11,-0.00935808
2003-02-12,-0.01290323
2003-02-13,-0.00695078
2003-02-14,0.01642951
2003-02-18,0.01616365
2003-02-19,-0.00847481
2003-02-20,-0.00597512
2003-02-21,0.00682593
2003-02-24,-0.01369878
2003-02-25,0
2003-02-26,-0.0069201
2003-02-27,0.01293631
2003-02-28,0.00256742
2003-03-03,0.00170786
2003-03-04,-0.01115404
2003-03-05,-0.00345705
2003-03-06,-0.01044406
2003-03-07,0.00262126
2003-03-10,-0.02205648
2003-03-11,-0.01166446
2003-03-12,-0.0018066
2003-03-13,0.0072072
2003-03-14,0.00089706
2003-03-17,0.03524608
2003-03-18,0.00776208
2003-03-19,0.0128041
2003-03-20,0.00423186
2003-03-21,0.02419794
2003-03-24,-0.02927845
2003-03-25,0.01265318
2003-03-26,-0.00419986
2003-03-27,0
2003-03-28,-0.00760467
2003-03-31,-0.01624658
2003-04-01,0.00687285
2003-04-02,0.0195002
2003-04-03,-0.00083979
2003-04-04,-0.00505482
2003-04-07,0.00757268
2003-04-08,0
2003-04-09,-0.00841774
2003-04-10,-0.00169167
2003-04-11,-0.00339284
2003-04-14,0.01433993
2003-04-15,0.0116571
2003-04-16,-0.007478
2003-04-17,0.01078421
2003-04-21,0.00247163
2003-04-22,0.0203676
2003-04-23,0.01441192
2003-04-24,0.00317445
2003-04-25,-0.01356227
2003-04-28,0.01830541
2003-04-29,0.00941931
2003-04-30,0.00311997
2003-05-01,0
2003-05-02,0.01161465
2003-05-05,-0.00540348
2003-05-06,0.0077103
2003-05-07,-0.00461926
2003-05-08,-0.01086098
2003-05-09,0.01008925
2003-05-12,0.01380404
2003-05-13,0.00304168
2003-05-14,0.00378927
2003-05-15,0.00302127
2003-05-16,0.0037636
2003-05-19,-0.01896152
2003-05-20,-0.00076582
2003-05-21,0.0091532
2003-05-22,0.01656689
2003-05-23,0.0059568
2003-05-27,0.00960472
2003-05-28,0.00513348
2003-05-29,-0.00073163
2003-05-30,0.01164516
2003-06-02,0.01007929
2003-06-03,0
2003-06-04,0.01210413
2003-06-05,0.00423709
2003-06-06,0.00140863
2003-06-09,-0.01703394
2003-06-10,0.0057102
2003-06-11,0.01343248
2003-06-12,-0.00422218
2003-06-13,-0.00353228
2003-06-16,0.01475278
2003-06-17,0.00208964
2003-06-18,0
2003-06-19,-0.01190052
2003-06-20,-0.00211518
2003-06-23,-0.01493085
2003-06-24,0
2003-06-25,-0.00071668
2003-06-26,0.00357777
2003-06-27,-0.00286109
2003-06-30,-0.00071668
2003-07-01,-0.00071719
2003-07-02,0.00714815
2003-07-03,-0.00571427
2003-07-07,0.01351849
2003-07-08,0.00704219
2003-07-09,-0.00774949
2003-07-10,-0.00780976
2003-07-11,0.00284734
2003-07-14,0.00566973
2003-07-15,-0.00495941
2003-07-16,-0.00284481
2003-07-17,-0.01507015
2003-07-18,0.00504832
2003-07-21,-0.00867066
2003-07-22,0.00651029
2003-07-23,-0.00433531
2003-07-24,-0.00653815
2003-07-25,0.01015213
2003-07-28,0
2003-07-29,-0.00433819
2003-07-30,-0.00727292
2003-07-31,-0.00219246
2003-08-01,-0.00439862
2003-08-04,0.00146862
2003-08-05,-0.01032485
2003-08-06,-0.00222611
2003-08-07,0.00296722
2003-08-08,0.0044349
2003-08-11,0.00514884
2003-08-12,0
2003-08-13,0.00658144
2003-08-14,0.00291107
2003-08-15,0.00145211
2003-08-18,0.00434498
2003-08-19,0.00863323
2003-08-20,-0.00143387
2003-08-21,0.00500909
2003-08-22,-0.00644477
2003-08-25,0
2003-08-26,0.00858383
2003-08-27,0.00921658
2003-08-28,0.00633118
2003-08-29,0.00419879
2003-09-02,0.01318112
2003-09-03,0.00206543
2003-09-04,0.00206093
2003-09-05,-0.00550608
2003-09-08,0.00756277
2003-09-09,-0.00894367
2003-09-10,-0.00693475
2003-09-11,0.00139075
2003-09-12,-0.00069526
2003-09-15,-0.00418123
2003-09-16,0.01042048
2003-09-17,0.00413822
2003-09-18,0.01231146
2003-09-19,0.00609995
2003-09-22,-0.0095045
2003-09-23,0.00408446
2003-09-24,-0.01505845
2003-09-25,-0.00692035
2003-09-26,-0.00626967
2003-09-29,0.00696372
2003-09-30,-0.00696372
2003-10-01,0.01111889
2003-10-02,0.00551367
2003-10-03,0.00821368
2003-10-06,0
2003-10-07,0.00543799
2003-10-08,-0.00339506
2003-10-09,-0.00136164
2003-10-10,0.00204105
2003-10-13,0.00542419
2003-10-14,0.00270075
2003-10-15,-0.00134946
2003-10-16,0.0006746
2003-10-17,-0.00541223
2003-10-20,0.0006778
2003-10-21,-0.00135679
2003-10-22,-0.01023537
2003-10-23,0.00137049
2003-10-24,0.00205295
2003-10-27,0.00273072
2003-10-28,0.01286841
2003-10-29,0
2003-10-30,0.00268781
2003-10-31,-0.00403502
2003-11-03,-0.00134879
2003-11-04,0.00538381
2003-11-05,0
2003-11-06,0.0040188
2003-11-07,0.00466812
2003-11-10,-0.00266476
2003-11-11,-0.0040105
2003-11-12,0.01132216
2003-11-13,-0.00132532
2003-11-14,-0.00332158
2003-11-17,0.00132996
2003-11-18,-0.00599808
2003-11-19,0.00533332
2003-11-20,-0.00734047
2003-11-21,0.0040105
2003-11-24,0.00995703
2003-11-25,0.00723948
2003-11-26,0.00588412
2003-11-28,0.00130287
2003-12-01,0.01100671
2003-12-02,0.00385631
2003-12-03,-0.00064172
2003-12-04,-0.00128446
2003-12-05,-0.00450898
2003-12-08,0.00257886
2003-12-09,-0.00451749
2003-12-10,-0.0019424
2003-12-11,0.01095728
2003-12-12,0.0051153
2003-12-15,-0.00768257
2003-12-16,0.00640608
2003-12-17,0.00127649
2003-12-18,0.00699058
2003-12-19,0.00253015
2003-12-22,0.0100566
2003-12-23,0.00871738
2003-12-24,0
2003-12-26,0.00061963
2003-12-29,0.0110908
2003-12-30,0.00401609
2003-12-31,0.001313
2004-01-02,0.0019668
2004-01-05,0.00782748
2004-01-06,0.00064957
2004-01-07,-0.00064957
2004-01-08,0.00129872
2004-01-09,-0.00259891
2004-01-12,0.00324784
2004-01-13,-0.00650627
2004-01-14,0.00455862
2004-01-15,0.00259596
2004-01-16,0.00452619
2004-01-20,0
2004-01-21,0.00707199
2004-01-22,0.00447433
2004-01-23,-0.00319411
2004-01-26,0.0057417
2004-01-27,-0.00382414
2004-01-28,-0.01285378
2004-01-29,-0.00388857
2004-01-30,0.00129808
2004-02-02,0.00323733
2004-02-03,0.001292
2004-02-04,-0.00388103
2004-02-05,0.00452619
2004-02-06,0.00386375
2004-02-09,0.00128432
2004-02-10,0.00256413
2004-02-11,0.00638171
2004-02-12,-0.00127309
2004-02-13,-0.00319004
2004-02-17,0.00890601
2004-02-18,-0.00253628
2004-02-19,-0.00317969
2004-02-20,-0.00510862
2004-02-23,-0.00320619
2004-02-24,-0.00064226
2004-02-25,0.00128432
2004-02-26,0.00064186
2004-02-27,0.00447984
2004-03-01,0.00573073
2004-03-02,-0.00254315
2004-03-03,-0.00191104
2004-03-04,0.00254759
2004-03-05,0.00507621
2004-03-08,-0.00253488
2004-03-09,-0.00254132
2004-03-10,-0.01023016
2004-03-11,-0.01423987
2004-03-12,0.00714507
2004-03-15,-0.01237389
2004-03-16,0.00130977
2004-03-17,0.00652325
2004-03-18,-0.0019523
